Pair ID,Species,Strain,StrainType,Generation,LOC,F_ID,M_ID,Npup,N_M,N_F,BirthDate,Wean Date,Parity,IBI,PrevLitterSize,Notes
12853x10798,PEMA,NUB,WD,UNK,HA,12853,10798,3,1,2,11/13/17,,1,,NA,
12853x10798,PEMA,NUB,WD,UNK,HA,12853,10798,6,2,4,12/17/17,,2,34,3,
12853x17099,PEMA,NUB,WD,UNK,HA,12853,17099,4,4,0,3/1/18,,3,,6,
12853x17099,PEMA,NUB,WD,UNK,HA,12853,17099,6,4,2,4/2/18,,4,31,4,
12853x17099,PEMA,NUB,WD,UNK,HA,12853,17099,5,3,2,5/1/18,,5,29,6,
12853x17099,PEMA,NUB,WD,UNK,HA,12853,17099,5,2,3,7/3/18,,6,62,5,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,5,1,4,12/4/17,,1,,NA,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,6,4,2,1/2/18,,2,28,5,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,4,3,1,1/26/18,,3,24,6,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,5,4,1,2/21/18,,4,25,4,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,5,3,2,3/19/18,,5,28,5,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,5,3,2,4/15/18,,6,26,5,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,5,1,4,5/10/18,,7,25,5,
14574x16441,PEMA,NUB,WD,UNK,HA,14574,16441,4,1,3,6/6/18,,8,26,5,
14575x17676,PEMA,NUB,WD,UNK,HA,14575,17676,3,0,3,3/13/18,,1,,NA,
14575x17676,PEMA,NUB,WD,UNK,HA,14575,17676,5,2,3,4/6/18,,2,23,3,
14575x17676,PEMA,NUB,WD,UNK,HA,14575,17676,5,1,4,5/30/18,,3,54,5,
16163x17470,PEMA,NUB,WD,UNK,HA,16163,17470,4,4,0,3/19/18,,1,,NA,
16163x17470,PEMA,NUB,WD,UNK,HA,16163,17470,4,2,2,4/13/18,,2,24,4,
16163x17470,PEMA,NUB,WD,UNK,HA,16163,17470,4,1,3,5/9/18,,3,26,4,
16163x17470,PEMA,NUB,WD,UNK,HA,16163,17470,3,3,0,6/6/18,,4,27,4,
16700x18540,PEMA,NUB,WD,UNK,HA,16700,18540,4,1,3,6/3/18,,1,,NA,
16700x18540,PEMA,NUB,WD,UNK,HA,16700,18540,7,3,4,6/28/18,,2,25,4,
16848x13079,PEMA,NUB,WD,UNK,HA,16848,13079,1,1,0,5/29/18,,1,,NA,
16848x13079,PEMA,NUB,WD,UNK,HA,16848,13079,1,0,1,6/25/18,,2,26,1,
16849x17730,PEMA,NUB,WD,UNK,HA,16849,17730,4,0,4,10/10/18,,1,,NA,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,3,2,1,8/28/18,,1,,NA,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,3,2,1,10/2/18,,2,34,3,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,3,2,1,11/22/18,,3,50,3,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,4,1,3,12/24/18,,4,32,3,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,5,3,2,1/22/19,,5,28,4,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,5,3,2,2/25/19,,6,33,5,
17465x19699,PEMA,NUB,WD,UNK,HA,17465,19699,2,2,0,3/28/19,,7,33,5,
18140x13027,PEMA,NUB,WD,UNK,HA,18140,13027,4,3,1,5/31/18,,1,,NA,
18141x12769,PEMA,NUB,WD,UNK,HA,18141,12769,4,0,4,6/3/18,,1,,NA,
18141x12769,PEMA,NUB,WD,UNK,HA,18141,12769,5,2,3,7/2/18,,2,29,4,
18734x16652,PEMA,NUB,WD,UNK,HA,18734,16652,3,3,0,7/28/18,,1,,NA,
18850x16443,PEMA,NUB,WD,UNK,HA,18850,16443,6,4,2,10/15/18,,1,,NA,
19752x19490,PEMA,NUB,WD,UNK,HA,19752,19490,4,3,1,10/24/18,,1,,NA,
19752x19490,PEMA,NUB,WD,UNK,HA,19752,19490,7,3,4,11/21/18,,2,27,4,
19752x19490,PEMA,NUB,WD,UNK,HA,19752,19490,6,3,3,12/24/18,,3,33,7,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,2,4,9/11/18,,1,,NA,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,7,4,3,10/8/18,,2,27,6,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,1,5,11/5/18,,3,27,7,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,8,6,2,12/2/18,,4,27,6,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,4,2,12/29/18,,5,27,8,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,3,3,1/22/19,,1,,NA,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,5,3,2,2/18/19,,2,27,6,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,4,2,3/13/19,,3,23,5,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,6,2,4,4/7/19,,4,25,6,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,2,1,1,5/6/19,,5,29,6,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,2,2,0,5/30/19,,6,24,2,
20123x20372,PEMA,NUB,WD,UNK,HA,20123,20372,1,0,1,10/3/19,,7,126,2,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,5,1,4,10/21/18,,1,,NA,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,7,3,4,11/15/18,,2,25,5,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,7,3,4,12/12/18,,3,27,7,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,7,2,5,1/8/19,,4,27,7,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,4,2,2,2/9/19,,5,32,7,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,6,2,4,3/7/19,,6,26,4,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,4,2,2,3/29/19,,7,22,6,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,3,0,3,4/26/19,,8,28,4,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,4,0,4,5/20/19,,9,24,3,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,4,1,3,6/14/19,,10,25,4,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,1,0,1,7/10/19,,11,26,4,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,5,4,1,8/7/19,,12,28,1,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,3,2,1,9/2/19,,13,26,5,
20225x20583,PEMA,NUB,WD,UNK,HA,20225,20583,5,5,0,9/30/19,,14,28,3,
20253x20911,PEMA,NUB,WD,UNK,HA,20253,20911,2,0,2,4/28/19,,1,,NA,
20253x20911,PEMA,NUB,WD,UNK,HA,20253,20911,3,1,2,5/24/19,,2,26,2,
20253x20911,PEMA,NUB,WD,UNK,HA,20253,20911,4,1,3,6/19/19,,3,26,3,
20253x20911,PEMA,NUB,WD,UNK,HA,20253,20911,5,3,2,7/13/19,,4,24,4,
20365x20628,PEMA,NUB,WD,UNK,HA,20365,20629,4,3,1,4/28/19,,1,,NA,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,6,5,1,9/30/18,,1,,NA,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,7,5,2,10/27/18,,2,27,6,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,7,4,3,11/24/18,,3,28,7,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,5,2,3,12/27/18,,4,33,7,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19708,4,3,1,2/12/19,,5,47,5,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,8,2,6,3/9/19,,6,25,4,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,2,0,2,4/7/19,,7,29,8,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,4,0,4,4/28/19,,8,21,2,
20370x19208,PEMA,NUB,WD,UNK,HA,20370,19208,4,3,1,6/19/19,,9,52,4,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,7,4,3,2/25/19,,1,,NA,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,7,3,4,3/25/19,,2,28,7,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,5,4,1,4/19/19,,3,25,7,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,3,0,3,5/16/19,,4,27,5,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,3,3,0,6/29/19,,5,44,3,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,2,0,2,7/24/19,,6,25,3,
20875x20369,PEMA,NUB,WD,UNK,HA,20875,20369,2,2,0,10/6/19,,7,74,2,
20958x20629,PEMA,NUB,WD,UNK,HA,20958,20629,3,3,0,4/30/19,,1,,NA,
20958x20629,PEMA,NUB,WD,UNK,HA,20958,20629,6,3,3,6/2/19,,2,33,3,
22503x23153,PEMA,NUB,WD,UNK,HA,22503,23153,2,0,2,10/6/19,,1,,NA,
22503x23153,PEMA,NUB,WD,UNK,HA,22503,23153,4,2,2,11/2/19,,2,27,2,
22503x23153,PEMA,NUB,WD,UNK,HA,22503,23153,2,2,0,11/25/19,,3,23,4,
22503x23153,PEMA,NUB,WD,UNK,HA,22503,23153,3,1,2,12/20/19,,4,25,2,
22503x23153,PEMA,NUB,WD,UNK,HA,22503,23153,5,3,2,1/13/20,,5,24,3,
23791x23782,PEMA,NUB,WD,UNK,HA,23791,23782,6,2,4,8/5/19,,1,,NA,
23791x23782,PEMA,NUB,WD,UNK,HA,23791,23782,5,3,2,10/1/19,,2,57,6,
24009x24797,PEMA,NUB,WD,UNK,HA,24009,24797,3,1,2,10/22/19,,1,,NA,
24009x24797,PEMA,NUB,WD,UNK,HA,24009,24797,6,3,3,11/19/19,,2,28,3,
24009x24797,PEMA,NUB,WD,UNK,HA,24009,24797,3,3,0,1/19/20,,3,61,6,
24010x24796,PEMA,NUB,WD,UNK,HA,24010,24796,2,1,1,11/2/19,,1,,NA,
24010x24796,PEMA,NUB,WD,UNK,HA,24010,24796,5,4,1,11/22/19,,2,20,2,
24010x24796,PEMA,NUB,WD,UNK,HA,24010,24796,3,1,2,12/23/19,,3,31,5,
24010x24796,PEMA,NUB,WD,UNK,HA,24010,24796,2,0,2,1/17/20,,4,25,3,
24247x22505,PEMA,NUB,WD,UNK,HA,24247,22505,3,1,2,11/29/19,,1,,NA,
24247x22505,PEMA,NUB,WD,UNK,HA,24247,22505,3,0,3,12/24/19,,2,25,3,
24247x22505,PEMA,NUB,WD,UNK,HA,24247,22505,4,2,2,1/19/20,,3,26,3,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,3,2,1,9/2/19,,1,,NA,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,3,0,3,9/28/19,,2,26,3,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,2,0,2,10/22/19,,3,24,3,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,5,4,1,11/14/19,,4,23,2,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,3,2,1,12/12/19,,5,28,5,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,3,2,1,1/5/20,,6,24,3,
24324x23054,PEMA,NUB,WD,UNK,HA,24324,23054,1,1,0,2/1/20,,7,27,3,
9709x10397,PEMA,NUB,WD,UNK,HA,9709,10397,7,4,3,8/24/16,,1,,NA,
9709x10397,PEMA,NUB,WD,UNK,HA,9709,10397,5,3,2,9/21/16,,2,27,7,
9709x10397,PEMA,NUB,WD,UNK,HA,9709,10397,5,2,3,10/19/16,,3,28,5,
9809x9831,PEMA,NUB,WD,UNK,HA,9809,9831,4,1,3,10/11/16,,1,,NA,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,5,2,3,2/6/17,,1,,NA,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,4,3,1,4/14/17,,2,68,5,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,5,3,2,5/12/17,,3,28,4,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,4,1,3,7/17/17,,4,65,5,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,5,2,3,8/14/17,,5,27,4,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,6,4,2,9/8/17,,6,24,5,
9812x9935,PEMA,NUB,WD,UNK,HA,9812,9935,6,3,3,10/3/17,,7,25,6,
9819x9831,PEMA,NUB,WD,UNK,HA,9819,9831,4,2,2,9/8/16,,1,,NA,
9819x9831,PEMA,NUB,WD,UNK,HA,9819,9831,5,1,1,11/9/16,,2,61,4,
9827x9817,PEMA,NUB,WD,UNK,HA,9827,9817,4,1,3,8/24/16,,1,,NA,
9827x9817,PEMA,NUB,WD,UNK,HA,9827,9817,5,3,2,9/26/16,,2,32,4,
9827x9817,PEMA,NUB,WD,UNK,HA,9827,9817,4,3,1,10/28/16,,3,32,5,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,7,2,5,1/1/17,,1,,NA,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,6,3,3,1/24/17,,2,23,7,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,6,2,4,2/19/17,,3,25,6,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,6,4,2,3/15/17,,4,26,6,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,7,4,3,4/10/17,,5,25,6,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,5,3,2,5/5/17,,6,25,7,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,6,2,4,5/29/17,,7,24,5,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,5,4,1,6/23/17,,8,24,6,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,7,4,3,7/17/17,,9,24,5,
9850x9859,PEMA,NUB,WD,UNK,HA,9850,9859,4,3,1,8/11/17,,10,24,7,
9856x10021,PEMA,NUB,WD,UNK,HA,9856,10021,6,5,1,8/28/16,,1,,NA,
9856x10021,PEMA,NUB,WD,UNK,HA,9856,10021,5,3,2,9/23/16,,2,25,6,
9856x10021,PEMA,NUB,WD,UNK,HA,9856,10021,6,3,3,10/19/16,,3,26,5,
9856x10021,PEMA,NUB,WD,UNK,HA,9856,10021,5,4,1,11/15/16,,4,26,6,
9934x10307,PEMA,NUB,WD,UNK,HA,9934,10307,3,1,2,5/26/17,,1,,NA,
9934x10307,PEMA,NUB,WD,UNK,HA,9934,10307,5,4,1,6/27/17,,2,31,3,
9934x10307,PEMA,NUB,WD,UNK,HA,9934,10307,5,4,1,8/1/17,,3,34,5,
9934x10307,PEMA,NUB,WD,UNK,HA,9934,10307,3,1,2,11/6/17,,4,95,5,
ERH107xERH110,PEMA,NUB,WD,UNK,HA,ERH107,ERH110,2,1,1,11/15/17,,1,,NA,
10239x10370,PEMA,SAT,WD,F1,HA,10239,10370,5,,,2/17/17,,1,,NA,
12529x12864,PEMA,SAT,WD,F1,HA,12529,12864,6,,,4/1/17,,1,,NA,
12529x12864,PEMA,SAT,WD,F1,HA,12529,12864,7,,,5/23/17,,2,52,6,
12529x12864,PEMA,SAT,WD,F1,HA,12529,12864,6,,,10/3/17,,3,133,7,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,7,,,2/11/17,,1,,NA,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,6,,,3/11/17,,2,28,7,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,5,,,4/7/17,,3,27,6,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,5,,,5/2/17,,4,25,5,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,4,,,5/27/17,,5,25,5,
12698x12844,PEMA,SAT,WD,F1,HA,12698,12844,6,,,11/9/17,,6,166,4,
12864x12529,PEMA,SAT,WD,F1,HA,12864,12529,6,,,4/27/17,,1,,NA,
12866x12694,PEMA,SAT,WD,F1,HA,12866,12694,5,,,2/13/17,,1,,NA,
13073x13144,PEMA,SAT,WD,F1,HA,13073,13144,4,,,4/11/17,,1,,NA,
13073x13144,PEMA,SAT,WD,F1,HA,13073,13144,6,,,5/8/17,,2,27,4,
13073x13144,PEMA,SAT,WD,F1,HA,13073,13144,6,,,6/5/17,,3,28,6,
14159x13701,PEMA,SAT,WD,F1,HA,14159,13701,5,,,10/17/17,,1,,NA,
8632x8639,PEMA,SAT,WD,F1,HA,8632,8639,4,,,2/21/17,,1,,NA,
8632x8639,PEMA,SAT,WD,F1,HA,8632,8639,4,,,3/20/17,,2,27,4,
8632x8639,PEMA,SAT,WD,F1,HA,8632,8639,6,,,4/18/17,,3,29,4,
8632x8639,PEMA,SAT,WD,F1,HA,8632,8639,5,,,5/17/17,,4,29,6,
8638x9669,PEMA,SAT,WD,F1,HA,8638,9669,4,,,3/9/17,,1,,NA,
8638x9669,PEMA,SAT,WD,F1,HA,8638,9669,5,,,4/11/17,,2,33,4,
8638x9669,PEMA,SAT,WD,F1,HA,8638,9669,6,,,5/16/17,,3,35,5,
8682x8853,PEMA,SAT,WD,F1,HA,8682,8853,2,,,2/19/17,,1,,NA,
8726x9371,PEMA,SAT,WD,F1,HA,8726,9371,4,,,2/25/17,,1,,NA,
8726x9371,PEMA,SAT,WD,F1,HA,8726,9371,4,,,4/12/17,,2,46,4,
9841x9701,PEMA,SAT,WD,F1,HA,9841,9701,6,,,2/23/17,,1,,NA,
9841x9701,PEMA,SAT,WD,F1,HA,9841,9701,6,,,3/21/17,,2,26,6,
9841x9701,PEMA,SAT,WD,F1,HA,9841,9701,5,,,5/12/17,,3,52,6,
9841x9701,PEMA,SAT,WD,F1,HA,9841,9701,6,,,6/6/17,,4,25,5,
9865x10049,PEMA,SAT,WD,F1,HA,9865,10049,2,,,4/2/17,,1,,NA,
9865x10049,PEMA,SAT,WD,F1,HA,9865,10049,5,,,4/26/17,,2,24,2,
9865x10049,PEMA,SAT,WD,F1,HA,9865,10049,4,,,5/22/17,,3,26,5,
10260x0104,PEPO,LO,WD,UNK,HA,10260,10104,2,2,0,12/20/16,,1,,NA,
10269x10104,PEPO,LO,WD,UNK,HA,10269,10104,5,2,3,1/15/17,,1,,NA,
10334x10333,PEPO,LO,WD,UNK,HA,10334,10333,2,0,2,3/27/17,,1,,NA,
10334x10333,PEPO,LO,WD,UNK,HA,10334,10333,4,3,1,4/20/17,,2,24,2,
10334x10333,PEPO,LO,WD,UNK,HA,10334,10333,5,3,2,6/12/17,,3,53,4,
10559x10259,PEPO,LO,WD,UNK,HA,10559,10259,4,2,2,4/24/17,,1,,NA,
10559x10259,PEPO,LO,WD,UNK,HA,10559,10259,5,3,2,5/25/17,,2,31,4,
10560x10546,PEPO,LO,WD,UNK,HA,10560,10545,4,3,1,4/4/17,,1,,NA,
10560x10546,PEPO,LO,WD,UNK,HA,10560,10546,4,3,1,5/5/17,,2,31,4,
10560x10546,PEPO,LO,WD,UNK,HA,10560,10546,4,2,2,6/5/17,,3,31,4,
10893x10106,PEPO,LO,WD,UNK,HA,10893,10106,4,2,2,3/6/17,,1,,NA,
10893x10106,PEPO,LO,WD,UNK,HA,10893,10106,4,3,1,4/3/17,,2,28,4,
10893x10106,PEPO,LO,WD,UNK,HA,10893,10106,6,3,3,4/30/17,,3,27,4,
11294x11303,PEPO,LO,WD,UNK,HA,11294,11303,3,2,1,7/22/17,,1,,NA,
11294x11303,PEPO,LO,WD,UNK,HA,11294,11303,3,2,1,8/23/17,,2,32,3,
11294x11303,PEPO,LO,WD,UNK,HA,11294,11303,5,3,2,9/26/17,,3,34,3,
11301x12437,PEPO,LO,WD,UNK,HA,11301,12437,4,3,1,4/22/17,,1,,NA,
11301x12437,PEPO,LO,WD,UNK,HA,11301,12437,4,3,1,5/30/17,,2,38,4,
11301x12437,PEPO,LO,WD,UNK,HA,11301,12437,5,1,4,6/27/17,,3,28,4,
11302x11783,PEPO,LO,WD,UNK,HA,11302,11783,2,1,1,7/31/17,,1,,NA,
11302x11783,PEPO,LO,WD,UNK,HA,11302,11783,4,1,3,9/22/17,,2,53,2,
11783x11302,PEPO,LO,WD,UNK,HA,11783,11302,4,2,2,8/26/17,,1,,NA,
11917x11026,PEPO,LO,WD,UNK,HA,11917,11026,2,2,1,8/18/17,,1,,NA,
11917x11026,PEPO,LO,WD,UNK,HA,11917,11026,4,3,1,9/13/17,,2,26,2,
11917x11026,PEPO,LO,WD,UNK,HA,11917,11026,2,1,1,10/14/17,,3,31,4,
11917x11026,PEPO,LO,WD,UNK,HA,11917,11026,4,1,3,11/17/17,,4,34,2,
11917x11026,PEPO,LO,WD,UNK,HA,11917,11026,4,2,2,1/1/18,,5,45,4,
14811x16421,PEPO,LO,WD,UNK,HA,14811,16421,4,2,2,8/8/18,,1,,NA,
14811x16421,PEPO,LO,WD,UNK,HA,14811,16421,3,1,2,9/14/18,,2,37,4,
14811x16421,PEPO,LO,WD,UNK,HA,14811,16421,3,1,2,11/6/18,,3,53,3,
14811x16421,PEPO,LO,WD,UNK,HA,14811,16421,4,1,3,11/29/18,,4,23,3,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,2,0,2,2/15/19,,5,,4,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,4,3,1,3/12/19,,6,25,2,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,1,0,1,5/5/19,,7,54,4,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,2,1,1,6/1/19,,8,27,1,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,3,0,3,7/23/19,,9,52,2,
14811x17264,PEPO,LO,WD,UNK,HA,14811,17264,1,0,1,10/14/19,,10,83,3,
15218x15645,PEPO,LO,WD,UNK,HA,15218,15645,4,2,2,7/20/18,,1,,NA,
15218x15645,PEPO,LO,WD,UNK,HA,15218,15645,6,4,2,9/8/18,,2,50,4,
15218x15645,PEPO,LO,WD,UNK,HA,15218,15645,5,2,3,10/8/18,,3,30,6,
15218x15645,PEPO,LO,WD,UNK,HA,15218,15645,4,2,2,12/11/18,,4,64,5,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,4,1,3,2/12/19,,5,,4,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,3,1,2,4/3/19,,6,50,4,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,6,3,3,5/1/19,,7,28,3,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,4,2,2,7/8/19,,8,68,6,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,5,3,2,9/14/19,,9,68,4,
15218x17631,PEPO,LO,WD,UNK,HA,15218,17631,2,1,1,11/11/19,,10,58,5,
15888x16481,PEPO,LO,WD,UNK,HA,15888,16481,5,4,1,1/17/19,,1,,NA,
15888x16481,PEPO,LO,WD,UNK,HA,15888,16481,6,4,2,5/2/19,,2,105,5,
15888x16481,PEPO,LO,WD,UNK,HA,15888,16481,5,4,1,6/2/19,,3,31,6,
16421x18499,PEPO,LO,WD,UNK,HA,16421,18499,3,1,2,1/1/19,,1,,NA,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,4,1,3,11/25/18,,1,,NA,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,5,3,2,12/22/18,,2,27,4,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,5,5,0,2/15/19,,3,55,5,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,5,1,4,3/12/19,,4,25,5,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,4,0,4,4/8/19,,5,27,5,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,5,3,2,6/29/19,,6,82,4,
16481x15888,PEPO,LO,WD,UNK,HA,16481,15888,1,0,1,7/27/19,,7,28,5,
16482x15649,PEPO,LO,WD,UNK,HA,16482,15649,4,3,1,1/1/19,,1,,NA,
16482x15649,PEPO,LO,WD,UNK,HA,16482,15649,5,1,4,1/30/19,,2,29,4,
16482x15649,PEPO,LO,WD,UNK,HA,16482,15649,6,3,3,2/23/19,,3,24,5,
16483x15887,PEPO,LO,WD,UNK,HA,16483,15887,2,0,2,12/19/18,,1,,NA,
17697x18837,PEPO,LO,WD,UNK,HA,17697,18837,4,2,2,11/20/18,,1,,NA,
17697x18837,PEPO,LO,WD,UNK,HA,17697,18837,5,3,2,12/18/18,,2,28,4,
17697x18837,PEPO,LO,WD,UNK,HA,17697,18837,4,2,2,2/18/19,,3,62,5,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,3,1,2,12/24/18,,1,,NA,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,3,2,1,1/17/19,,2,24,3,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,5,2,3,2/11/19,,3,25,3,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,4,0,4,3/11/19,,4,28,5,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,5,2,3,4/11/19,,5,31,4,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,6,2,4,5/5/19,,6,24,5,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,4,1,3,6/2/19,,7,28,6,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,6,5,1,6/29/19,,8,27,4,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,6,4,2,7/26/19,,9,27,6,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,5,2,3,8/27/19,,10,32,6,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,4,2,2,9/19/19,,11,23,5,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,4,4,0,10/14/19,,12,25,4,
17698x18181,PEPO,LO,WD,UNK,HA,17698,18181,4,3,1,11/11/19,,13,28,4,
17700x18835,PEPO,LO,WD,UNK,HA,17700,18835,4,1,3,12/26/18,,1,,NA,
18496x17699,PEPO,LO,WD,UNK,HA,18496,17699,5,5,0,1/8/19,,1,,NA,
18499x16421,PEPO,LO,WD,UNK,HA,18499,16421,6,2,4,1/22/19,,1,,NA,
18499x16421,PEPO,LO,WD,UNK,HA,18499,16421,4,0,4,2/20/19,,2,29,6,
18835x17700,PEPO,LO,WD,UNK,HA,18835,17700,3,1,2,11/2/18,,1,,NA,
18835x17700,PEPO,LO,WD,UNK,HA,18835,17700,3,1,2,11/28/18,,2,26,3,
18835x17700,PEPO,LO,WD,UNK,HA,18835,17700,6,4,2,1/22/19,,3,55,3,
18835x17700,PEPO,LO,WD,UNK,HA,18835,17700,2,0,2,2/20/19,,4,29,6,
18837x17697,PEPO,LO,WD,UNK,HA,18837,17697,6,4,2,1/17/19,,1,,NA,
10592x13372,PEPO,PO,STOCK,NA,HA,10592,13372,3,1,2,3/15/17,,1,,NA,
10592x13372,PEPO,PO,STOCK,NA,HA,10592,13372,5,4,1,4/14/17,,2,30,3,
10592x13372,PEPO,PO,STOCK,NA,HA,10592,13372,5,1,4,5/18/17,,3,34,5,
10592x13372,PEPO,PO,STOCK,NA,HA,10592,13372,5,3,2,6/18/17,,4,31,5,
10592x13372,PEPO,PO,STOCK,NA,HA,10592,13372,3,2,1,7/21/17,,5,33,5,
10593x13373,PEPO,PO,STOCK,NA,HA,10593,13373,3,1,2,3/11/17,,1,,NA,
10593x13373,PEPO,PO,STOCK,NA,HA,10593,13373,4,3,1,4/3/17,,2,23,3,
